row_index,lookup_key,name_zh_CN,name_ja_JP,name_en_US,role,class_paths,cost,cost_float32_bits,scratch_rule_key,terrain_mask,playthrough_mask,enabled_playthroughs,linked_group,selector,terrain_discriminator,raw_row_hex
437,0x0003C00F,异想的贝伦加莉亚,奇想のベレンゲラ,Berenguela the Whimsical,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,042000000FC00300A158E230000080404284FFFF01001F0000000400
438,0x000C46FF,绿影剑鬼,緑影の剣鬼,Green Shadow's Blade,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,15200000FF460C00E7B03B1900008040FFBAFFFF01001F0100000400
439,0x0004CC1C,血烟阿银,血煙お銀,Blood-Spurting Ogin,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,2B2000001CCC04008436ABCF000080400381FFFF01001F0100000400
440,0x00018A22,千眼方术士,千眼の方術士,All-Seeing Mage,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,3E200000228A010083216D0F0000804000CDFFFF01001F0100000400
441,0x0003AA61,新选组·服部武雄,新選組・服部武雄,Shinsengumi Member Hattori Takeo,4,class0:role4,4.0,0x40800000,0xFFFF,0x0001,0x1F,1;2;3;4;5,0,0,0,5520000061AA030083E97A4B00008040BD58FFFF01001F0100000400
442,0x000E7450,蛇骨婆,蛇骨婆,Jakotsu-baba,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,6B20000050740E00EAD25BC1000080400C6DFFFF06001F0100000500
443,0x00075E4F,马场信春,馬場信春,Baba Nobuharu,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,752000004F5E070064CBEA4600008040D30FFFFF06001F0100000500
444,0x00092063,山县昌景,山県昌景,Yamagata Masakage,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,13,0,0,7E200000632009008A4754E2000080404CD8FFFF06001F010D000500
445,0x0000A5D2,武田信玄,武田信玄,Takeda Shingen,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,12,0,0,89200000D2A5000015CAB6F90000804081DBFFFF06001F010C000500
446,0x00041DB6,大天狗,大天狗,Great Tengu,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,93200000B61D0400BE0C1C7D000080407D56FFFF06001F0100000500
447,0x00003EE6,源赖朝,源頼朝,Minamoto no Yoritomo,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,9A200000E63E00002A1EA02B00008040E0B7FFFF06001F0100000500
448,0x0005AAF9,惧鬼,おとろし,Otoroshi,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,A3200000F9AA0500EAD25BC100008040AA7BFFFF06001F0100000500
449,0x000DA5FE,茨木童子,茨木童子,Ibaraki Doji,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,AC200000FEA50D00829C4AC700008040DAB3FFFF06001F0100000500
450,0x0005FEA7,涂佛,塗仏,Nuribotoke,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,BA200000A7FE0500EAD25BC100008040E98AFFFF06001F0100000500
451,0x00041A50,德川庆喜,徳川慶喜,Tokugawa Yoshinobu,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,C5200000501A0400F0F4E6B2000080406B2FFFFF06001F0100000500
452,0x0004ACDF,比留呼,比留呼,Hiruko,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,15,0,0,CF200000DFAC0400AFF6D39F0000804092FAFFFF06001F010F000500
453,0x00093F79,比留呼,比留呼,Hiruko,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,15,0,0,D6200000793F0900673051D600008040584EFFFF06001F010F000500
454,0x000C5F3E,傲岸鬼,傲岸鬼,Demon of Pride,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,DF2000003E5F0C00A73360DB00008040FCA7FFFF06001F0100000500
455,0x000BB028,冒疾鬼,冒疾鬼,Demon of Envy,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,E720000028B00B00A73360DB0000804018DBFFFF06001F0100000500
456,0x0007C995,执心鬼,執心鬼,Demon of Obsession,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,F220000095C90700A73360DB0000804019CBFFFF06001F0100000500
457,0x000A0477,草薙,草薙,Kusanagi,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,FC20000077040A000744F294000080400DD9FFFF06001F0100000500
458,0x00068AF1,由井正雪,由井正雪,Yui Shosetsu,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1C,3;4;5,0,0,0,05210000F18A0600B319314B0000804069ADFFFF06001C0100000500
459,0x000179F7,金井半兵卫,金井半兵衛,Kanai Hanbei,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,14,0,0,0E210000F7790100A9DB6AE400008040DB89FFFF06001F010E000500
460,0x000782F6,马头鬼,馬頭鬼,Mezuki,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,14210000F6820700AB75CBEC00008040962CFFFF06001F0100000500
461,0x000A263C,牛头鬼,牛頭鬼,Gozuki,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,1D2100003C260A00AB75CBEC00008040D72BFFFF06001F0100000500
462,0x000C76B4,镰鼬,鎌鼬,Kamaitachi,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,24210000B4760C00ACC2FB7000008040BBA8FFFF06001F0100000500
463,0x000147F1,飞缘魔,飛縁魔,Hino-enma,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,2F210000F14701008A39A6CB000080408F39FFFF06001F0100000500
464,0x000774DF,烟烟罗,煙々羅,Enenra,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,38210000DF740700A9DB6AE400008040AC1FFFFF06001F0100000500
465,0x0006E1BC,两面宿傩,両面宿儺,Ryomen Sukuna,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,3F210000BCE10600EEC874D500008040FAE6FFFF06001F0100000500
466,0x00017AD0,女郎蜘蛛,女郎蜘蛛,Joro-gumo,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,4D210000D07A01008A39A6CB00008040FFB2FFFF06001F0100000500
467,0x000CA888,火车,火車,Kasha,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,5521000088A80C00829C4AC7000080408BDBFFFF06001F0100000500
468,0x000C327F,阴摩罗鬼,陰摩羅鬼,Onmoraki,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,5B2100007F320C00EEC874D50000804039D2FFFF06001F0100000500
469,0x00040A3B,怨灵鬼,怨霊鬼,Onryoki,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,642100003B0A0400EEC874D500008040442AFFFF06001F0100000500
470,0x00033773,大蛤蟆,大蝦蟇,Giant Toad,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,6C210000733703008A39A6CB00008040E84AFFFF06001F0100000500
471,0x00046F7D,河童,河童,Kappa,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,1,0,712100007D6F0400FFFFFFFF0000C03FDBCDFFFF00001F0000010000
472,0x0002F535,河童,河童,Kappa,1,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,1,0,8021000035F50200FFFFFFFF0000C03F9330FFFF00001F0000010100
473,0x00027DBB,赤河童,赤河童,Red Kappa,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,1,0,93210000BB7D0200FFFFFFFF0000C03F3B35FFFF00001F0000010000
474,0x0006314C,赤河童,赤河童,Red Kappa,1,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,1,0,9D2100004C310600FFFFFFFF0000C03FC993FFFF00001F0000010100
475,0x000D1F46,蛤蟆附身,蝦蟇憑き,Gamatsuki,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,AB210000461F0D00FFFFFFFF0000803FF7F9FFFF00001F0000000000
476,0x00030EDD,炼造武士,錬造武者,Fabricated Warrior,4,class0:role4,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,B2210000DD0E0300A9DB6AE400008040A557FFFF06001F0100000400
477,0x000594DC,见越入道,見越し入道,Mikoshi Nyudo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,BC210000DC940500FFFFFFFF00004040AFE9FFFF06001F0000000100
478,0x000BADDA,见越入道,見越し入道,Mikoshi Nyudo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,CB210000DAAD0B00FFFFFFFF00004040DFA0FFFF06001F0000000100
479,0x00091A67,见越入道,見越し入道,Mikoshi Nyudo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,DF210000671A0900FFFFFFFF00004040917EFFFF06001F0000000100
480,0x000545A1,夜行兵,夜行兵,Yagyo Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,F4210000A1450500FFFFFFFF00000040B8C6FFFF00001F0000000100
481,0x00081B05,饿鬼大将,餓鬼大将,Gaki Chief,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,FE210000051B0800FFFFFFFF00004040776DFFFF06001F0000000100
482,0x0003D18B,乌鸦天狗,烏天狗,Karasu Tengu,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,102200008BD10300FFFFFFFF00004040F823FFFF02001F0000000100
483,0x000D1662,独脚踏鞴,一本だたら,Ippon-Datara,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,1D22000062160D00FFFFFFFF00004040F5E6FFFF02001F0000000100
484,0x00031F5A,以津真天,以津真天,Itsumade,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,342200005A1F0300FFFFFFFF00004040C812FFFF06001F0000000100
485,0x0008BC34,古笼火,古籠火,Koroka,1,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,4422000034BC0800FFFFFFFF0000C03F84B3FFFF00001F0000000100
486,0x00003921,血刀修罗,血刀修羅,Bloodedge Demon,5,class0:role5;class1:highest-only,4.0,0x40800000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,5322000021390000A88E3A6000008040083FFFFF06001F0000000500
